App No,Type,App Date,Status,FRU Interview Scheduled,Drug Test,WAV Course,Defensive Driving,Driver Exam,Medical Clearance Form,Other Requirements,Last Updated
5953885,HDR,10/28/2019,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5953177,HDR,10/17/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5952563,HDR,10/09/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5951644,HDR,09/25/2019,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Not Applicable,11/20/2019 05:00:03 PM
5954617,HDR,11/10/2019,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Not Applicable,11/20/2019 05:00:03 PM
5954327,HDR,11/04/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5954251,HDR,11/03/2019,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Not Applicable,11/20/2019 05:00:03 PM
5954784,HDR,11/12/2019,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,11/20/2019 05:00:03 PM
5953014,HDR,10/16/2019,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5949598,HDR,08/23/2019,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5952478,HDR,10/08/2019,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,11/20/2019 05:00:03 PM
5735329,HDR,10/17/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Copy of DMV license needed,11/20/2019 05:00:03 PM
5949900,HDR,08/29/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5954931,HDR,11/15/2019,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed,11/20/2019 05:00:03 PM
5950502,HDR,09/09/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/20/2019 05:00:03 PM
5953286,HDR,10/20/2019,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5955020,HDR,11/17/2019,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5950660,HDR,09/11/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5954464,HDR,11/07/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,11/20/2019 05:00:03 PM
5955124,HDR,11/18/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5954789,HDR,11/13/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Copy of DMV license needed,11/20/2019 05:00:03 PM
5941299,HDR,04/26/2019,Pending Fitness Interview,10/16/2019,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5952047,HDR,10/01/2019,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Fingerprints needed,11/20/2019 05:00:03 PM
5954233,HDR,11/02/2019,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5953966,HDR,10/29/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5952483,HDR,10/08/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5948840,HDR,08/14/2019,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Copy of DMV license needed,11/20/2019 05:00:03 PM
5948753,HDR,08/13/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5950536,HDR,09/10/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,11/20/2019 05:00:03 PM
5954528,HDR,11/07/2019,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,11/20/2019 05:00:03 PM
5951349,HDR,09/20/2019,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5953272,HDR,10/19/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/20/2019 05:00:03 PM
5954166,HDR,10/31/2019,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5954451,HDR,11/06/2019,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5951187,HDR,09/18/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,11/20/2019 05:00:03 PM
5952475,HDR,10/08/2019,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,11/20/2019 05:00:03 PM
5921785,HDR,02/06/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Not Applicable,11/20/2019 05:00:03 PM
5954948,HDR,11/15/2019,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,11/20/2019 05:00:03 PM
5954253,HDR,11/03/2019,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Copy of DMV license needed,11/20/2019 05:00:03 PM
5949118,HDR,08/17/2019,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,11/20/2019 05:00:03 PM
5953116,HDR,10/17/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5954613,HDR,11/10/2019,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5952966,HDR,10/15/2019,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,11/20/2019 05:00:03 PM
5954530,HDR,11/07/2019,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5952806,HDR,10/12/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5954249,HDR,11/03/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5939921,HDR,04/10/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,11/20/2019 05:00:03 PM
5949005,HDR,08/15/2019,Denied,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,11/20/2019 05:00:03 PM
5952975,HDR,10/15/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Copy of DMV license needed,11/20/2019 05:00:03 PM
5947893,HDR,07/30/2019,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5953299,HDR,10/20/2019,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5953536,HDR,10/23/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5954331,HDR,11/04/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5953876,HDR,10/28/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/20/2019 05:00:03 PM
5951911,HDR,09/28/2019,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,11/20/2019 05:00:03 PM
5954597,HDR,11/09/2019,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,11/20/2019 05:00:03 PM
5954586,HDR,11/08/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5952846,HDR,10/14/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5953916,HDR,10/28/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5954221,HDR,11/01/2019,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5953991,HDR,10/29/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5955149,HDR,11/19/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,11/20/2019 05:00:03 PM
5951360,HDR,09/20/2019,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5954247,HDR,11/03/2019,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5953254,HDR,10/18/2019,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5949920,HDR,08/30/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5950307,HDR,09/07/2019,Incomplete,Not Applicable,Complete,Needed,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5947958,HDR,07/31/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,11/20/2019 05:00:03 PM
5954963,HDR,11/15/2019,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5955131,HDR,11/19/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5948042,PDR,08/01/2019,Denied,Not Applicable,Not Applicable,Not Applicable,Needed,Not Applicable,Not Applicable,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5953261,HDR,10/19/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/20/2019 05:00:03 PM
5948973,HDR,08/15/2019,Denied,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,11/20/2019 05:00:03 PM
5954999,HDR,11/16/2019,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,11/20/2019 05:00:03 PM
5954692,HDR,11/12/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,11/20/2019 05:00:03 PM
5954079,HDR,10/30/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5952324,HDR,10/04/2019,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Complete,Fingerprints needed,11/20/2019 05:00:03 PM
5953808,HDR,10/26/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5953091,HDR,10/16/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5950160,HDR,09/04/2019,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Not Applicable,11/20/2019 05:00:03 PM
5949117,HDR,08/17/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5953684,HDR,10/25/2019,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5950978,HDR,09/16/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/20/2019 05:00:03 PM
5952121,HDR,10/02/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5949539,HDR,08/23/2019,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5948478,HDR,08/08/2019,Denied,Not Applicable,Complete,Needed,Needed,Needed,Complete,Copy of DMV license needed,11/20/2019 05:00:03 PM
5948081,HDR,08/02/2019,Denied,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5950075,HDR,09/03/2019,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints & other items needed. Visit www.nyc.gov/tlcup,11/20/2019 05:00:03 PM
5952502,HDR,10/08/2019,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,11/20/2019 05:00:03 PM
5952232,HDR,10/03/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5953293,HDR,10/20/2019,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5954886,HDR,11/14/2019,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,11/20/2019 05:00:03 PM
5951035,HDR,09/16/2019,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5953990,HDR,10/29/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,11/20/2019 05:00:03 PM
5949371,HDR,08/21/2019,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,11/20/2019 05:00:03 PM
5950750,HDR,09/12/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5948112,HDR,08/02/2019,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5950566,HDR,09/10/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,11/20/2019 05:00:03 PM
5952769,HDR,10/11/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/20/2019 05:00:03 PM
5952255,HDR,10/03/2019,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,11/20/2019 05:00:03 PM
5954156,HDR,10/31/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/20/2019 05:00:03 PM
5947650,HDR,07/26/2019,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,11/20/2019 05:00:03 PM
5948330,HDR,08/06/2019,Denied,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,11/20/2019 05:00:03 PM
5954648,HDR,11/11/2019,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,11/20/2019 05:00:03 PM
5953098,HDR,10/16/2019,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5951062,HDR,09/16/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,11/20/2019 05:00:03 PM
5948876,HDR,08/14/2019,Denied,Not Applicable,Complete,Needed,Needed,Needed,Complete,Copy of DMV license needed,11/20/2019 05:00:03 PM
5953879,HDR,10/28/2019,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5775919,HDR,03/22/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/20/2019 05:00:03 PM
5954688,HDR,11/12/2019,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Not Applicable,11/20/2019 05:00:03 PM
5953881,HDR,10/28/2019,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5948041,HDR,08/01/2019,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5948401,HDR,08/07/2019,Denied,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,11/20/2019 05:00:03 PM
5953866,HDR,10/28/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5953890,HDR,10/28/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/20/2019 05:00:03 PM
5948887,HDR,08/14/2019,Denied,Not Applicable,Needed,Complete,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5953606,PDR,10/24/2019,Incomplete,Not Applicable,Not Applicable,Not Applicable,Complete,Not Applicable,Not Applicable,Fingerprints needed,11/20/2019 05:00:03 PM
5954799,HDR,11/13/2019,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Copy of DMV license needed,11/20/2019 05:00:03 PM
5949439,HDR,08/21/2019,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,11/20/2019 05:00:03 PM
5951128,HDR,09/17/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/20/2019 05:00:03 PM
5953680,HDR,10/24/2019,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,11/20/2019 05:00:03 PM
5953596,HDR,10/24/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5949145,HDR,08/18/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5955114,HDR,11/18/2019,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5953408,HDR,10/21/2019,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5954179,HDR,11/01/2019,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5955017,HDR,11/17/2019,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5954616,HDR,11/10/2019,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Fingerprints needed,11/20/2019 05:00:03 PM
5953070,HDR,10/16/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,11/20/2019 05:00:03 PM
5949849,HDR,08/28/2019,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,11/20/2019 05:00:03 PM
5953185,HDR,10/17/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5953322,HDR,10/21/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,11/20/2019 05:00:03 PM
5948623,HDR,08/11/2019,Denied,Not Applicable,Complete,Needed,Needed,Complete,Complete,Copy of DMV license needed,11/20/2019 05:00:03 PM
5950260,HDR,09/06/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
